emotion,song_id,song_name,artist_name,album_name,genre,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
sad,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,[],2008-05-12,0.703,0.444,11,-9.331,1,0.0417,0.559,0.0,0.0973,0.712,150.96,242947,4
sad,4Ypy8yZMcolsBHV9Je2knq,Waves,Mr. Probz,Against The Stream,[],2017-05-19,0.365,0.277,5,-12.262,0,0.0353,0.541,2.87e-05,0.38,0.2,173.264,174267,4
sad,2rk5xaCYdUkLTPzNu6hHGu,Lights (Slowed + Reverb),8D Tunes,Slowed Tunes Vol.1,[],2022-02-18,0.64,0.178,10,-17.862,0,0.0362,0.869,0.0,0.109,0.381,106.976,169180,4
sad,0uf2MtrLg2WUWYrs1rltpY,Stole the Show,Parson James,Stole the Show,[],2015-08-21,0.52,0.316,8,-8.856,0,0.0303,0.873,1.39e-05,0.104,0.267,84.839,231523,4
sad,30bqVoKjX479ab90a8Pafp,Star Shopping,Lil Peep,Star Shopping,['emo rap'],2015,0.585,0.471,4,-9.934,0,0.0616,0.0967,0.0184,0.115,0.323,93.099,142000,4
sad,3bux16QjDEViBpC0MGhdkM,Lately,Jackie Xan,Lately,[],2022-02-23,0.66,0.546,10,-8.567,1,0.0512,0.74,0.0142,0.151,0.233,80.018,149625,4
sad,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),[],2018-10-08,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
sad,6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,Glimpse of Us,[],2022-06-10,0.44,0.317,8,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,169.914,233456,3
sad,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),[],2019-11-22,0.459,0.575,3,-4.858,1,0.0573,0.604,0.0,0.0885,0.183,111.881,215107,4
sad,2KnLkZ3z7PO3kgVGHGqDpD,It'll Be Okay,Shawn Mendes,It'll Be Okay,['pop'],2021-12-01,0.398,0.286,7,-11.881,1,0.033,0.616,0.000146,0.0912,0.0666,78.262,222800,4
sad,5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,SOUR,['pop'],2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,229227,4
sad,0BiqmkasE5FdrChwKfVp8X,Bigger Than The Whole Sky,Taylor Swift,Midnights (3am Edition),['pop'],2022-10-22,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,218503,4
sad,5hnGrTBaEsdukpDF6aZg8a,How Do I Say Goodbye,Dean Lewis,How Do I Say Goodbye,[],2022-08-31,0.4,0.641,8,-6.303,1,0.0674,0.214,0.0,0.0656,0.393,81.552,163603,4
sad,3MnewZrZDqej6thgEx3OB1,Flowers (Demo),Miley Cyrus,Endless Summer Vacation,['pop'],2023-03-10,0.672,0.159,9,-8.76,0,0.0343,0.962,1.83e-05,0.106,0.117,113.218,210827,4
sad,5kkSbXjKeAxmDllVqAjDq6,whore,mehro,whore,[],2022-11-11,0.766,0.265,7,-12.35,1,0.0315,0.904,0.0492,0.0899,0.369,136.063,163385,4
sad,135Lf4Q0CzlMNfOxbEUsLH,GHOST TOWN,Benson Boone,GHOST TOWN,['pop'],2021-10-15,0.391,0.335,0,-10.064,1,0.0763,0.389,0.0,0.102,0.116,174.185,193733,3
sad,5S9Zs5g9lTWnLIboN1pdlU,Fingers Crossed,Lauren Spencer Smith,Fingers Crossed,[],2022-01-05,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,175345,4
sad,6uvh0In7u1Xn4HgxOfAn8O,Matilda,Harry Styles,Harry's House,['pop'],2022-05-20,0.507,0.294,2,-10.0,1,0.04,0.896,1.97e-05,0.0966,0.386,114.199,245964,4
sad,4VtRHZ4tBDHaWltVAytlLY,go,Cat Burns,go,[],2020-07-31,0.663,0.251,6,-9.87,0,0.0435,0.88,0.0,0.0932,0.528,90.272,215000,4
sad,1is8gU4RVcN4J8xItxWoOY,I GUESS I'M IN LOVE,Clinton Kane,I GUESS I'M IN LOVE,['pop'],2021-08-20,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,204094,4
sad,16axxBqfSvis8mjhrLHWeH,Who We Love (feat. Ed Sheeran),Sam Smith,Gloria,[],2023-01-27,0.568,0.289,11,-8.973,1,0.0395,0.858,0.0,0.0943,0.338,140.122,162390,4
sad,3S8jK1mGzQi24ilFb45DAZ,Lonely (with benny blanco),Justin Bieber,Justice,['pop'],2021-03-19,0.619,0.241,11,-7.102,0,0.046,0.9,0.0,0.116,0.0719,79.461,149190,4
sad,46IZ0fSY2mpAiktS3KOqds,Easy On Me,Adele,30,['pop'],2021-11-19,0.604,0.366,5,-7.519,1,0.0282,0.578,0.0,0.133,0.13,141.981,224695,4
sad,4bYwK4mvWubnAkCextxH2d,Where do we go now?,Gracie Abrams,Where do we go now?,[],2023-01-13,0.612,0.691,10,-10.67,1,0.0454,0.419,0.0242,0.145,0.632,151.029,243600,4
sad,1ujxjsoNvh4XgS2fUNwkZ2,Space Song,Beach House,Depression Cherry,['dream pop'],2015-08-28,0.509,0.79,0,-7.105,0,0.0293,0.218,0.125,0.144,0.625,147.073,320467,4
sad,4ZLzoOkj0MPWrTLvooIuaa,Get You The Moon (feat. Snøw),Kina,Get You The Moon (feat. Snøw),[],2018-10-08,0.498,0.235,1,-16.541,0,0.188,0.72,0.0,0.144,0.0895,118.917,179080,4
sad,2tbu7dOzCjM5JrPGr0sIes,drunk text me,Lexi Jayde,drunk text me,[],2022-01-06,0.531,0.494,0,-6.819,1,0.0317,0.302,0.0,0.0888,0.24,79.974,213133,4
sad,0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,flora cash,You're Somebody Else,[],2018-06-19,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,218883,4
sad,0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,Lord Huron,Strange Trails,[],2015-04-07,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,208212,3
sad,0Abt1QbqiLu45RN3VPECM6,Walk Through The Fire (feat. Ne-Yo),Yung Bleu,Walk Through The Fire (feat. Ne-Yo),[],2022-01-21,0.51,0.304,5,-7.095,0,0.0422,0.897,2.25e-06,0.197,0.238,116.218,199946,5
sad,7lPN2DXiMsVn7XUKtOW1CS,drivers license,Olivia Rodrigo,drivers license,['pop'],2021-01-08,0.585,0.436,10,-8.761,1,0.0601,0.721,1.31e-05,0.105,0.132,143.874,242014,4
sad,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,Giveon,TAKE TIME,[],2020-03-27,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
sad,2NeM9rfWo70KQej9GxeaoL,Where's My Love,SYML,SYML,[],2019-05-03,0.608,0.358,0,-10.018,0,0.0253,0.854,0.0186,0.113,0.365,103.94,202010,4
sad,7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,[],2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4
sad,44V6EzbUSYgyfsNiP0FrlA,Visiting Hours,Ed Sheeran,Visiting Hours,['pop'],2021-08-19,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507,4
sad,754zNJgoWQaGETFzSYVlmC,Is It Just Me? (feat. JP Cooper),Emily Burns,Is It Just Me?,[],2020-12-04,0.478,0.339,4,-7.355,1,0.0544,0.688,0.0,0.104,0.288,145.441,203300,4
sad,0iNZGC211wst3VjtobNnC5,Family Line,Conan Gray,Superache,[],2022-06-24,0.326,0.397,6,-8.145,1,0.0461,0.619,0.0,0.0979,0.276,153.713,216095,3
sad,6RQ5IwG7uADz9LDWliJGjU,Special,SZA,SOS,[],2022-12-09,0.604,0.199,0,-11.831,1,0.05,0.777,0.0,0.109,0.191,76.134,158840,4
sad,6B5Al90Lgr5K6LqAMK2eVt,Floating,adjoin,Floating,[],2023-02-24,0.394,0.33,8,-12.115,1,0.081,0.914,6.99e-05,0.116,0.281,180.139,142667,4
sad,1j4kHkkpqZRBwE0A4CN4Yv,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Dusk Till Dawn (feat. Sia) [Radio Edit],['pop'],2017-09-07,0.259,0.437,11,-6.589,0,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000,4
sad,6H1xwqbdOQyWuvhiSznEi3,Made of Things - Radio Edit,harris,Made of Things,[],2022-12-15,0.408,0.574,11,-12.127,1,0.0921,0.146,0.00148,0.395,0.234,89.922,226667,4
sad,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,James Arthur,Back from the Edge,['pop'],2016-10-28,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,211467,4
sad,1cDeP3HOdeIQXtBdWCjI4T,Memory Lane,David Davis,Memory Lane,[],2023-02-10,0.366,0.356,1,-8.926,1,0.0315,0.613,0.0,0.126,0.0724,139.001,214785,4
sad,1A6gT680oQr98VtDkNzys7,24/5,Mimi Webb,24/5,['pop'],2021-09-10,0.559,0.763,0,-4.16,1,0.105,0.403,0.0,0.127,0.349,91.069,158221,4
sad,75ZvA4QfFiZvzhj2xkaWAh,I Fall Apart,Post Malone,Stoney (Deluxe),['rap'],2016-12-09,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,223347,4
sad,5ZMpJ5l9Hn1P7cqA4uWlA0,Fish,GRIPPA,Fish,[],2023-02-14,0.559,0.429,4,-10.248,1,0.0603,0.395,0.0,0.247,0.614,75.086,211000,4
sad,52okn5MNA47tk87PeZJLEL,Let You Down,NF,Perception,['rap'],2017-10-06,0.662,0.714,5,-5.68,0,0.121,0.312,0.0,0.179,0.464,147.997,212120,4
sad,2w3AqL6Uh45ttT6N0IppOp,You Thought,Andii Styron,Thawing Out,[],2022-01-14,0.541,0.311,11,-9.613,1,0.0282,0.698,0.000586,0.1,0.357,79.79,190049,4
sad,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,you broke me first,['pop'],2020-04-17,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266,4
sad,3XTlsvMldQBDlS6Mlb2GDE,Hold Me,Hailey Kilgore,Desire and Devotion,[],2023-03-17,0.31,0.226,9,-9.857,0,0.0352,0.839,4.94e-06,0.101,0.103,106.901,263363,4
sad,69vToJ9BMbbLlFZo7k7A7B,You Are The Reason,Calum Scott,Only Human (Deluxe),['pop'],2018-03-09,0.329,0.235,10,-7.699,1,0.0303,0.918,0.0,0.137,0.22,171.006,204326,3
sad,3HhL4NfUmQHQIhD96ZLfee,Normal Again,Mia Baron,Normal Again,[],2023-01-23,0.692,0.456,0,-7.404,1,0.0259,0.311,0.0,0.0974,0.593,80.039,206675,4
sad,2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,SOUR,['pop'],2021-05-21,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,175933,3
sad,3EPXxR3ImUwfayaurPi3cm,Be Alright,Dean Lewis,Be Alright,['pop'],2018-06-29,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4
sad,53rCuDGlZyMfSNEYmUx7gg,Creep,ORYL,Creep,[],2021-09-24,0.504,0.326,6,-12.361,1,0.0592,0.673,0.0217,0.32,0.103,106.233,132271,4
sad,4RX020eHQpZbZFP5jpbwOP,Coping,Rosie Darling,Coping,[],2021-04-02,0.432,0.444,6,-7.298,1,0.125,0.605,0.0,0.104,0.209,82.79,190267,4
sad,0sW9fPPQea1sYGAopG0CPX,King and Queen,Carolee Rainey,King And Queen,[],2022-09-16,0.416,0.181,5,-15.218,1,0.0354,0.854,0.00524,0.109,0.376,146.946,174500,4
sad,1ugQtcwmKOXvKAYzhjncmv,Half A Man,Dean Lewis,A Place We Knew,[],2019-03-22,0.507,0.204,0,-11.575,1,0.0504,0.855,0.0,0.143,0.343,77.765,179120,4
sad,6jDUC9m3GzsBCLZYSGwlk9,Fly Away,ORYL,Fly Away,[],2022-04-15,0.607,0.19,9,-11.589,1,0.0332,0.882,0.000477,0.107,0.117,101.505,137089,4
sad,47EWMOElkkbMp5m9SBkx7d,IDK You Yet,Alexander 23,IDK You Yet,['pop'],2020-04-09,0.629,0.306,1,-11.735,1,0.0424,0.884,0.0776,0.124,0.191,76.994,184638,1
sad,2Un5hyN5xZVDSXlNof4nI6,Falling,ANIML,Falling,[],2023-03-07,0.303,0.722,5,-9.397,1,0.045,0.141,0.964,0.168,0.15,93.021,172258,4
sad,2qxmye6gAegTMjLKEBoR3d,Let Me Down Slowly,Alec Benjamin,Narrated For You,['pop'],2018-11-16,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073,169354,4
sad,2zpZkOV7sD9C4Cv0cukoHV,Always Been You,Jessie Murph,Always Been You,[],2021-11-24,0.655,0.572,3,-7.666,0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,131825,4
sad,7wuOAM9HfKEWPQBTPUdVzv,No Parachute,Kent Dustin,No Parachute,[],2023-01-27,0.652,0.556,2,-10.261,1,0.047,0.387,0.00134,0.191,0.598,100.01,193250,4
sad,2BN5ZMErVAhbEroB99b3no,LET THE GRASS GROW,Ruel,LET THE GRASS GROW,[],2022-03-11,0.598,0.426,5,-7.659,1,0.0354,0.553,0.0,0.318,0.292,119.922,175534,4
sad,6h6SIGEDF09m8ji2HvYQxc,Victory,Indi Star,Victory,[],2023-03-03,0.563,0.285,11,-10.298,1,0.0307,0.821,0.0,0.162,0.0836,66.083,161881,4
sad,18uwL0vNUanqZH0ro2QcOP,comethru,Jeremy Zucker,"summer,",['pop'],2018-09-28,0.795,0.178,0,-11.991,1,0.0574,0.607,0.0,0.623,0.608,93.982,181613,4
sad,0oaY19dUwZimIgzn3ZZLZO,2 Much,Justin Bieber,Justice,[],2021-03-19,0.583,0.444,9,-8.601,1,0.0456,0.593,0.0,0.353,0.167,119.59,152796,4
sad,6naXVbpwxF0oifTD9tIgty,Hate Me,henry K,Hate Me,[],2023-02-24,0.595,0.692,7,-5.611,1,0.0784,0.00742,0.0,0.456,0.164,84.982,140471,4
sad,0JnSoyZMTYZLWFVdVT1JFZ,you were good to me (bonus track),Jeremy Zucker,love is not dying,[],2020-04-17,0.469,0.08,2,-15.489,1,0.0425,0.897,4.22e-05,0.112,0.206,101.238,219147,4
sad,2RhtWWLEzQsJT61c3YRTUu,weary,Mauve,weary,[],2023-01-27,0.459,0.594,10,-6.154,1,0.0283,0.0654,9.66e-05,0.105,0.321,143.956,180833,4
sad,4Of7rzpRpV1mWRbhp5rAqG,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,[],2019-05-17,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4
sad,4RbbZCZkzO9WtLIDn1O5Kc,Love Dealer,Linndsyeah,Love Dealer,[],2022-06-30,0.626,0.468,1,-8.258,0,0.0923,0.5,9.81e-05,0.0756,0.53,169.936,258247,4
sad,21TcDbGosp7w9YhTjOszgA,Imagination,Shawn Mendes,Handwritten (Deluxe),['pop'],2015-04-14,0.64,0.455,0,-5.942,1,0.0247,0.0743,0.0,0.0694,0.333,89.948,217773,4
sad,0iMpdi6BiVpSCDoBCZ4Jqp,Dreaming of You,Baby Jane,Dreaming of You,[],2023-03-17,0.45,0.381,11,-5.427,0,0.0262,0.143,0.0,0.177,0.234,75.616,162517,3
sad,1ZMiCix7XSAbfAJlEZWMCp,Falling,Harry Styles,Fine Line,['pop'],2019-12-13,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,240133,4
sad,6pe28r5uffK3i5v1SGFJL0,Because You Are,julianne,Because You Are,[],2023-02-17,0.756,0.478,1,-11.511,1,0.0466,0.472,0.00176,0.133,0.293,130.011,197517,4
sad,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,Lukas Graham,Love Someone,['pop'],2018-09-07,0.55,0.415,9,-6.557,0,0.052,0.161,0.0,0.108,0.274,172.065,205463,4
sad,6wnzoIBzLOxpuP3flGP4YF,The Dregs,Earthquake Lights,Desert Bloom,[],2023-02-17,0.588,0.398,9,-10.136,1,0.0292,0.228,0.333,0.0988,0.116,122.979,289015,4
sad,7AFASza1mXqntmGtbxXprO,changes,XXXTENTACION,?,[],2018-03-16,0.669,0.308,11,-10.068,1,0.029,0.883,0.0,0.0984,0.52,64.934,121887,4
sad,01xUQA2oa5WX9f6FytE8Hc,Again,Lola Balter,Again,[],2023-03-10,0.6,0.196,8,-12.026,1,0.0553,0.893,3.22e-06,0.0749,0.293,137.737,217050,4
sad,3i5qVV8azKqGFK4Gzdt5YS,If You Want Love,NF,Perception,[],2017-10-06,0.551,0.386,0,-10.22,1,0.132,0.659,0.0,0.125,0.245,116.409,199387,1
sad,2jII54OZG9EqZtOb0GdmBA,Orange Skies - Acoustic,Rumia,Orange Skies (Acoustic),[],2023-03-10,0.483,0.409,11,-9.741,0,0.0615,0.834,0.0,0.123,0.389,169.684,166912,4
sad,4f9IfFvBFm7Gsf1IVEudyf,lie to me,Tate McRae,lie to me,[],2020-10-14,0.642,0.392,4,-7.846,0,0.0372,0.0151,0.0,0.352,0.0479,138.065,177440,4
sad,4ooHO1UWKMOyJYFfz0PWq3,Tuesday in December,Ella Maddux,Tuesday in December,[],2023-03-10,0.64,0.46,4,-8.225,1,0.037,0.171,0.0,0.109,0.325,119.893,210800,4
sad,6zvqq50PL7io0rprbkrYc9,Afterthought,Joji,Nectar,[],2020-09-25,0.668,0.547,1,-8.024,1,0.0353,0.398,0.0766,0.0931,0.192,83.5,194871,4
sad,7l97ElWmIdVHWUaOeeU5ZC,that way,Tate McRae,all the things i never said,[],2020-01-24,0.453,0.383,0,-11.015,1,0.163,0.728,0.0,0.387,0.333,105.029,175027,4
sad,6naKc0ENPC4BvckR8ukqoH,Calico Dress,Vintz Desert,Calico Dress,[],2023-02-02,0.531,0.22,8,-15.758,0,0.0388,0.914,0.00148,0.109,0.195,78.978,187889,4
sad,58wyJLv6yH1La9NIZPl3ne,Can We Kiss Forever?,Kina,Can We Kiss Forever?,[],2018-08-31,0.522,0.128,4,-18.717,1,0.0357,0.894,0.026,0.0941,0.124,109.986,187932,4
sad,4OVYp3krqhyzKIVjs5tpVi,Fault Line,Kendall Amon,Fault Line,[],2022-12-08,0.724,0.595,1,-7.848,1,0.164,0.766,1.32e-05,0.0731,0.463,157.952,202000,4
sad,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish,lovely (with Khalid),['pop'],2018-04-19,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
sad,1zejeOnykpCoyVSit6Bwp3,hope ur ok,Olivia Rodrigo,SOUR,['pop'],2021-05-21,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,209560,4
sad,1GxvY18Fk9Z3UmpeqteE0g,Fake Love,Tink,Fake Love,[],2023-02-22,0.726,0.477,2,-6.993,1,0.18,0.474,0.0,0.135,0.359,90.095,205370,4
sad,4d2ZJ9W7dkQuITwUCTuD5n,never knew a heart could break itself,Zach Hood,never knew a heart could break itself,[],2022-03-18,0.579,0.454,9,-7.264,1,0.0427,0.465,0.0,0.0997,0.461,78.949,155223,4
sad,4ZlgBNOKjmsbAQLef4b9en,Fair Warning,Juliana Tucker,The Great Indoors,[],2023-03-03,0.299,0.621,8,-6.887,1,0.194,0.109,0.0,0.601,0.256,198.575,132600,4
sad,740fSe2KremXUF2V6e4KnG,Don't Hate Me,Lola Young,Don’t Hate Me,[],2023-02-24,0.596,0.681,11,-5.56,1,0.104,0.000176,0.0348,0.112,0.345,192.182,162157,4
sad,1J14CdDAvBTE1AJYUOwl6C,Arcade,Duncan Laurence,Small Town Boy (Track By Track),[],2020-11-12,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,185147,3
sad,73Oc1FTRI9pBAT2yLV4bLH,Of Me,Kayla Silverman,Of Me,[],2023-03-03,0.403,0.453,9,-7.192,1,0.0329,0.767,1.43e-05,0.0964,0.109,80.188,237001,4
sad,6p2DKSuKLPvIBIHkoqBTtX,Flowers,ILIRA,Flowers,[],2021-12-17,0.649,0.257,3,-8.505,1,0.0307,0.902,0.0,0.134,0.184,104.773,216613,3
sad,3Yk0rZxWOETWZcF2EcqhmS,Didn't Love Me,Eliza Harrison Smith,Didn't Love Me,[],2023-02-17,0.784,0.428,0,-8.697,1,0.044,0.421,8.91e-06,0.103,0.65,116.994,192000,4
sad,5dPz35akJjPqb17yeqNwqH,Ghost,Justin Bieber,Justice,['pop'],2021-03-19,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4
sad,1LItGPpoPeAqI9fnbogWlu,Fallout,VXBE,Fallout,[],2023-02-17,0.669,0.7,1,-8.138,0,0.544,0.48,0.0,0.0827,0.0736,73.243,167846,4
sad,6y6jbcPG4Yn3Du4moXaenr,idfc,blackbear,deadroses,[],2015-02-14,0.63,0.5,1,-8.755,0,0.0611,0.611,4.04e-05,0.114,0.315,144.871,245172,4
sad,0tCfgUBnB6aRVa2jzOOMbP,Mountains,Cult Of Venus,Mountains,[],2022-11-22,0.487,0.489,1,-6.235,1,0.0318,0.705,0.0037,0.107,0.0751,131.388,216505,4
sad,5WfACgyEk4rwdWU3rrzNt1,Godspeed,James Blake,Godspeed,[],2020-09-11,0.395,0.174,6,-10.313,1,0.043,0.916,0.00602,0.104,0.221,73.773,173840,3
sad,11oYbQpgSwygHuo5ii4TZO,broken roads,Loren Aronov,broken roads,[],2023-02-24,0.505,0.442,5,-6.282,1,0.04,0.769,0.000238,0.14,0.397,183.503,174130,4
sad,2EBnvom1dTybtm75a3Xh1T,feel like shit,Tate McRae,feel like shit,['pop'],2021-11-11,0.508,0.378,7,-7.158,1,0.0473,0.516,0.0,0.119,0.161,144.962,204315,4
happy,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta,I'm Good (Blue),[],2022-08-26,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-06,0.371,0.304,128.04,175238,4
happy,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",['pop'],2022-05-13,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,148486,4
happy,6UN73IYd0hZxLi8wFPMQij,Players,Coi Leray,Players,[],2022-11-30,0.954,0.516,6,-5.817,1,0.16,0.03,7.54e-06,0.0504,0.624,105.001,139560,4
happy,1XuushYZmiAuKpPYTj7p3v,Shut Me Up,Nicky Youre,Shut Me Up,[],2023-02-24,0.623,0.641,10,-3.987,1,0.0462,0.0841,1.09e-06,0.06,0.735,185.888,140710,4
happy,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,After Hours,['pop'],2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
happy,0QHEIqNKsMoOY5urbzN48u,Made You Look,Meghan Trainor,Takin' It Back,['pop'],2022-10-21,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,134256,4
happy,3UZDl7g2r84o1b5marUjfK,My Stupid Heart,Walk Off the Earth,My Stupid Heart,[],2023-01-27,0.745,0.681,7,-7.91,1,0.0361,0.0696,0.0,0.164,0.613,115.0,160300,4
happy,6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,Fine Line,['pop'],2019-12-13,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000,4
happy,1yHVHoz6Ny29gbbWJYVnFt,Heaven,Niall Horan,Heaven,[],2023-02-17,0.571,0.761,5,-3.485,1,0.0261,0.0708,0.0,0.331,0.681,91.991,186043,4
happy,69ZzhvHnSSnzMO8SMYEJWb,Mother,Meghan Trainor,Takin' It Back (Deluxe),[],2023-03-10,0.751,0.661,9,-6.131,1,0.0871,0.124,0.0,0.456,0.761,120.052,147481,4
happy,50nfwKoDiSYg8zOCREWAm5,Shivers,Ed Sheeran,=,['pop'],2021-10-29,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4
happy,6maTPqynTmrkWIralgGaoP,If We Ever Broke Up,Mae Stephens,If We Ever Broke Up,[],2023-02-10,0.898,0.732,7,-3.982,1,0.0427,0.621,1.29e-05,0.0908,0.96,115.955,142759,4
happy,3i0FkJYlU4MFfYkjFHXXAM,I'm Not Here To Make Friends,Sam Smith,Gloria,['pop'],2023-01-27,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914,229605,4
happy,4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,Justice,[],2021-03-19,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4
happy,5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,Pepas,[],2021-06-24,0.762,0.766,7,-3.955,1,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120,4
happy,0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,MONTERO,['pop'],2021-09-17,0.737,0.846,1,-4.51,0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901,4
happy,3FeVmId7tL5YN8B7R3imoM,My Universe,Coldplay,My Universe,['pop'],2021-09-24,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
happy,4N5s8lPTsjI9EGP7K4SXzB,Green Green Grass,George Ezra,Gold Rush Kid,[],2022-06-10,0.685,0.738,8,-4.413,1,0.0595,0.0695,0.0,0.128,0.8,112.972,167614,4
happy,1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,About Damn Time,['pop'],2022-04-14,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,191822,4
happy,32OlwWuMpZ6b0aN2RZOeMS,Uptown Funk (feat. Bruno Mars),Mark Ronson,Uptown Special,['pop'],2015-01-12,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,4
happy,10xV5l9nhLvFpR8mqzs0bL,Numb,Marshmello,Numb,[],2022-06-10,0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,155589,4
happy,5QDLhrAOJJdNAmCTJ8xMyW,Dynamite,BTS,BE,['k-pop'],2020-11-20,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
happy,5LYMamLv12UPbemOaTPyeV,Music For a Sushi Restaurant,Harry Styles,Harry's House,['pop'],2022-05-20,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,193813,4
happy,0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),Camila Cabello,Bam Bam (feat. Ed Sheeran),['pop'],2022-03-04,0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996,206071,4
